"Mean Hourly Temperature (°C) for all sites, 01/01/06 thru 12/31/06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,Bald Mesa,Beaver Basin,Burro Pass Tr,Dry Fk Mill Cr,E Mt Peale,Geyser Pass,Gold Basin,Grand-view,Horse Cr,La Sal Pass,L. Beaver,Mellenthin Meadows,Moonlight Meadows,Mt Mellenthin,N Peale RG,Wet Fk Mill Cr,Upper Dk Can,Upper Dk Can 2,Boren Mesa,Brumley Ridge,Chicken Creek,Clark Lake,Dinosaur Tracks,East Dark Canyon,Hwy 46 La Sal,Lower Geyser Pass Rd,La Sal Pass Junction,South Beaver Mesa,Warner Meadows
Logger S/N,532797,532798,533551,555505,533560,555501,441384,555497,532800,555506,710738,695788,625100,555494,532801,555502,555498,710739,733938,1001871,1001873,733939,625102,1001872,984395,733937,1001874,710736,733935
Elevation (m),2707.00,3378,3329,3232,3073,3207,3186,2204,3037,3091,3125,3195,3280,3445,3223,2988,3518,3512,2866,2354,2473,2863,2598,3253,2317,2503,2377,2537,2869
Date/Time,BMS,UBB,BPT,DFM,EMP,GEP,GOB,GRV,HCR,LSP,LBB,MEM,MOM,MEL,NPE,WFM,UDC,UD2,BOR,BRR,CCR,CLK,DIN,EDC,HWY,LGP,LPJ,SBM,WME
08/07/06 09:00:00.0,19.23,11.51,10.86,6.69,11.64,11.06,11.19,20.44,10.47,11.38,13.51,14.66,13.70,11.51,12.61,8.83,,10.80,13.58,27.93,15.87,10.54,18.60,,18.34,18.66,17.90,16.89,13.13
08/07/06 10:00:00.0,19.68,11.32,10.60,8.75,13.32,10.67,11.38,20.95,11.19,12.87,12.74,12.22,11.12,9.95,12.61,10.60,,10.99,14.79,26.73,17.33,11.64,19.74,,20.76,20.44,20.76,18.98,14.22
08/07/06 11:00:00.0,18.92,11.77,10.54,13.63,14.15,10.93,10.99,22.10,11.51,13.06,12.80,12.29,11.32,9.82,11.97,11.32,,9.95,15.36,24.27,18.53,13.13,19.11,,22.67,20.89,21.90,18.53,14.98
08/07/06 12:00:00.0,17.96,11.19,10.15,12.99,14.41,11.06,11.71,22.35,12.03,13.83,12.09,11.64,11.25,9.88,11.97,12.68,,10.40,15.81,24.85,19.74,13.25,19.11,,23.76,20.51,22.99,15.87,15.23
08/07/06 13:00:00.0,18.47,11.77,11.12,12.35,16.57,11.84,11.97,22.09,12.55,14.72,13.38,12.74,11.90,11.12,12.68,12.48,,11.64,15.30,26.15,19.94,13.51,20.38,,25.17,21.71,23.31,17.65,14.79
08/07/06 14:00:00.0,18.66,11.64,11.38,11.90,14.60,12.23,13.19,23.31,13.06,15.11,13.00,12.61,12.35,11.32,12.87,12.55,,10.86,16.44,24.72,20.13,14.22,20.70,,27.26,21.27,23.25,12.86,15.43
08/07/06 15:00:00.0,20.76,11.97,11.77,11.97,14.60,12.29,12.87,23.63,13.90,15.23,13.19,12.68,12.48,11.25,12.87,13.45,,10.73,17.01,25.56,20.25,15.24,21.08,,27.06,23.82,22.61,12.80,16.38
08/07/06 16:00:00.0,22.60,12.36,11.64,12.48,14.72,12.42,12.87,24.79,14.09,14.85,13.90,13.12,12.23,11.58,13.19,15.93,,11.19,17.20,26.21,20.44,14.98,21.46,,26.73,24.53,22.35,15.17,17.20
08/07/06 17:00:00.0,20.64,12.10,11.90,13.83,14.91,12.36,12.80,23.12,13.38,15.49,13.64,13.32,12.29,12.03,13.90,14.79,,11.71,16.70,24.98,21.08,14.15,19.75,,26.28,22.61,22.67,14.85,16.00
08/07/06 18:00:00.0,14.66,11.06,10.93,13.64,13.96,11.44,11.70,18.09,12.55,14.09,11.58,13.00,11.05,10.79,12.99,13.32,,10.60,15.55,21.97,21.14,13.19,13.11,,25.69,19.68,22.35,12.55,13.77
08/07/06 19:00:00.0,12.29,8.10,8.63,12.67,11.58,8.70,9.36,14.98,10.60,10.67,10.47,9.29,9.03,7.70,9.82,11.71,,7.10,11.77,15.94,17.52,11.45,11.06,,20.70,15.24,18.09,10.93,12.29
08/07/06 20:00:00.0,11.64,9.03,7.90,11.06,10.99,8.30,9.16,16.19,9.69,9.56,10.15,8.90,8.56,8.69,10.14,10.47,,7.16,10.73,13.51,16.70,10.67,10.93,,19.74,12.74,17.77,10.86,10.67
08/07/06 21:00:00.0,12.48,10.02,7.96,9.36,11.51,7.96,8.83,16.57,8.76,8.70,9.95,7.76,7.96,9.62,8.96,9.82,,8.23,10.99,13.70,15.49,9.56,10.73,,17.71,12.81,15.87,10.34,9.95
08/07/06 22:00:00.0,13.64,9.89,8.56,8.89,11.64,8.43,9.75,17.33,8.43,9.42,8.90,7.63,8.76,10.08,9.16,8.56,,8.96,11.90,14.53,13.06,8.63,10.54,,15.62,14.47,13.83,9.49,10.47
08/07/06 23:00:00.0,14.47,10.08,8.63,7.63,11.97,9.23,10.21,17.46,8.90,10.60,9.10,8.56,9.62,10.15,10.21,8.36,,8.96,12.61,15.11,13.00,8.96,11.77,,15.04,15.23,14.34,12.03,11.12
08/08/06 00:00:00.0,14.15,10.02,8.23,7.76,9.68,8.70,10.28,17.20,9.03,10.47,8.90,8.70,9.09,9.62,10.73,8.83,,8.16,12.29,15.43,13.51,9.03,12.03,,14.66,14.72,14.02,12.80,11.38
08/08/06 01:00:00.0,13.38,9.49,7.50,8.23,9.16,7.96,9.75,17.58,8.76,9.75,8.76,7.90,8.43,9.36,8.90,8.76,,7.90,12.55,15.23,12.55,8.76,12.16,,14.09,14.91,13.06,13.57,11.84
08/08/06 02:00:00.0,13.57,9.62,8.10,8.03,9.16,8.23,10.08,15.81,8.83,10.21,9.29,7.90,8.76,9.29,10.21,8.56,,7.83,12.42,16.06,12.55,8.83,12.74,,15.10,15.11,14.28,14.15,12.23
